,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
92580,"frozenset({'Wireless Broadband', 'Postpaid Roaming', 'Postpaid Platinum', 'Broadband Premium', 'Broadband Family'})",frozenset({'DSL'}),0.37127659574468086,0.5468085106382978,0.34361702127659577,0.9255014326647565,1.6925512581806832,0.14059981892258944,6.083224222585929
92581,"frozenset({'Wireless Broadband', 'Postpaid Roaming', 'Postpaid Platinum', 'Broadband Premium', 'DSL'})",frozenset({'Broadband Family'}),0.35638297872340424,0.7585106382978724,0.34361702127659577,0.964179104477612,1.2711477674739906,0.07329674060660935,6.741578014184411
92582,"frozenset({'Wireless Broadband', 'Postpaid Roaming', 'Postpaid Platinum', 'Broadband Family', 'DSL'})",frozenset({'Broadband Premium'}),0.35,0.7425531914893617,0.34361702127659577,0.9817629179331309,1.3221449038067952,0.08372340425531916,14.116666666666793
92584,"frozenset({'Wireless Broadband', 'Postpaid Platinum', 'Broadband Premium', 'Broadband Family', 'DSL'})",frozenset({'Postpaid Roaming'}),0.37553191489361704,0.5425531914893617,0.34361702127659577,0.9150141643059491,1.6864966949952789,0.13987098234495252,5.382624113475181
92585,"frozenset({'Postpaid Roaming', 'Postpaid Platinum', 'Broadband Premium', 'Broadband Family', 'DSL'})",frozenset({'Wireless Broadband'}),0.3468085106382979,0.6202127659574468,0.34361702127659577,0.99079754601227,1.597512338338823,0.12852195563603444,41.27021276595769
92587,"frozenset({'Postpaid Platinum', 'Postpaid Roaming', 'Broadband Family', 'Wireless Broadband'})","frozenset({'Broadband Premium', 'DSL'})",0.3776595744680851,0.5063829787234042,0.34361702127659577,0.9098591549295775,1.7967806841046279,0.15237664101403353,5.476063829787235
92588,"frozenset({'Postpaid Platinum', 'Postpaid Roaming', 'Wireless Broadband', 'DSL'})","frozenset({'Broadband Premium', 'Broadband Family'})",0.3638297872340426,0.6031914893617021,0.34361702127659577,0.9444444444444444,1.565745639819714,0.12415799004074243,7.142553191489359
92597,"frozenset({'Postpaid Platinum', 'Broadband Premium', 'Postpaid Roaming', 'DSL'})","frozenset({'Broadband Family', 'Wireless Broadband'})",0.3606382978723404,0.526595744680851,0.34361702127659577,0.952802359882006,1.8093620571496682,0.1537064282480761,10.030252659574494
92598,"frozenset({'Postpaid Platinum', 'Broadband Family', 'Postpaid Roaming', 'DSL'})","frozenset({'Broadband Premium', 'Wireless Broadband'})",0.35319148936170214,0.5702127659574469,0.34361702127659577,0.9728915662650602,1.706190433375292,0.14222272521502943,15.854373522458625
92613,"frozenset({'Postpaid Platinum', 'Postpaid Roaming', 'DSL'})","frozenset({'Broadband Premium', 'Broadband Family', 'Wireless Broadband'})",0.3680851063829787,0.498936170212766,0.34361702127659577,0.9335260115606938,1.871032944279429,0.15996604798551384,7.5377428307123235
99414,"frozenset({'Wireless Broadband', 'Postpaid Roaming', 'Postpaid Platinum', 'F2H Fiber', 'Broadband Premium'})",frozenset({'Broadband Family'}),0.3127659574468085,0.7585106382978724,0.30106382978723406,0.9625850340136055,1.2690461879001251,0.06382752376641015,6.4543520309477875
99415,"frozenset({'Wireless Broadband', 'Postpaid Roaming', 'Postpaid Platinum', 'F2H Fiber', 'Broadband Family'})",frozenset({'Broadband Premium'}),0.30531914893617024,0.7425531914893617,0.30106382978723406,0.9860627177700348,1.3279354651917374,0.07434812132186508,18.4718085106383
